input_text,target_text,task,split
AY! SORPRESA AQU YO VER TI,¡ay qué sorpresa verte aquí,mslg-spa,test
ACTOR TOM CRUICE FAMOSO,tom cruice es un actor muy famoso,mslg-spa,test
al parecer vá a llover en la tarde,LLOVER TARDE PARECE,spa-mslg,train
MARÍA DANIEL AMBOS IR TEATRO,maría y daniel van al teatro,mslg-spa,train
apenas te vi (hace poco),"APENAS, YO VER TI",spa-mslg,train
YO IR TIENDA COMPRAR JABÓN YA,fui a comprar jabón a la tienda,mslg-spa,train
¿TÚ YA CENAR?,¿ ya cenaste ?,mslg-spa,train
yo no fui el que rompió el plástico,YO NO-FUI VIDRIO ROMPER ROMPER,spa-mslg,train
YO M AMIGO YA BESAR CINE,mi amigo me besó en el cine,mslg-spa,train
SEMANA PASADA YO PEDIR AVENTÓN LUGAR CASETA,la semana pasada ped un aventón a la caseta,mslg-spa,train
en chapultepec hay un lagos,CHAPULTEPEC HABER LAGO,spa-mslg,test
yo compro carne en el supermercado,YO MSLG YA COMPRAR SUPERMERCADO,spa-mslg,train
japón es una isla preciosa,JAPÓN ESE ISLA BONITO,spa-mslg,train
AYER YO PERDER MI LIGA,ayer perdí mi liga,mslg-spa,train
mañana me iré en combi a mi casa,MAÑANA COMBI YO IR A MI CASA,spa-mslg,train
a mí no me gustan las ametralladoras,AMETRALLADORA DIFERENTE YO NO-GUSTAR,spa-mslg,train
MÍ MAMÁ COMPRAR CALZÓN,mi mamá me compró un calzón,mslg-spa,train
el bebéa simpre es muy expresivo,SIEMPRE BEBÉ EXPRESAR EX PRESAR,spa-mslg,test
ÁLVARO OBREGÓN YO VIVIR,yo vivo en la delegación álvaro obregón,mslg-spa,train
el bebé siempre es muy expresivo,SIEMPRE BEBÉ EXPRESAR EXPRESAR,spa-mslg,train
A-VECES YO IR CASA SIEMPRE NO,no siempre voy a casa sólo a veces,mslg-spa,train
el gobierno cuida a esos ciudadanos,GOBIERNO CUIDAR PERSONA,spa-mslg,train
CHINA HABER MUCHAS PERSONAS,en china hay sobrepoblación,mslg-spa,train
YO GUSTAR GALLETA DIFERENTE GAMESA,me gustan las galletas gamesa,mslg-spa,train
la almohada es muuuuuuuuuuuuy comoda para dormir,ALMOHADA MUCHO COMODA PARA DORMIR,spa-mslg,train
HOMBRE EGIPCIO NO RESPONDER,el egipcio no respondió,mslg-spa,test
nos vemos en el metro chabacano a las 10 de la mañana,10 MAÑANA NOS-VEMOS METRO CHABACANO,spa-mslg,train
A-FUERZA TÚ DEBER TÚ PAGAR MÍ,debes pagarme a fuerza,mslg-spa,test
soy muy bueno para lso clavados,YO CLAVADO HÁBIL YO,spa-mslg,test
en la mañana escuché una explosión,MADRUGADA EXPLOSIN YO ESCUCHAR,spa-mslg,train
perdí el suéter blanco,SUÉTER BLANCO YO PERDER,spa-mslg,train
ISABEL TENER SU CORONA ORO,isabel tiene una corona de oro,mslg-spa,train
ganamos el partido de futbol ¡viva,NOSOTROS FUTBOL JUGAR GANAR ¡VIVA!,spa-mslg,train
crees que todos debemos alma ?,¿TÚ CREER TODOS ALMA TENER?,spa-mslg,train
MAESTRA MATEMÁTICAS MUCHAS BROMAS,en la maestra de matemáticas dice muchas bromas,mslg-spa,train
las pesonas sordas tienene derecho a una eduación bilingüe-,PERSONAS SORDAS TENER SU DERECHO EDUCACIÓN BILINGÜE,spa-mslg,train
MAÑANA AMANECER NOSOTROS ENCONTRAR,nosotros nos encontraremos mañana al amanecer,mslg-spa,train
"AYER JOSEFINA, ALBERTO AMBOS DADOS JUGAR",josefina y alberto jugaron dados ayer,mslg-spa,train
AÑO-PASADO UNIVERSIDAD YO TERMINAR,el ao pasado terminé la universidad,mslg-spa,test
MÍ MAMÁ COMPRAR CALZÓN,mi mamá me compró un calzón,mslg-spa,train
AYER MAMÁ PREPARAR ATOLE,ayer mi mamá preparó atole,mslg-spa,train
DOMINGOS DOMINGOS MI CASA NO-HAY-NADIE,no hay nadie en mi casa los domingos,mslg-spa,test
CESÁREA YO NACER YA,yo nací por cesárea,mslg-spa,val
CARRERA MEDICINA CONCENTRACIÓN A-FUERZA,la medicina es una carrera que exige concentración,mslg-spa,test
él es un buen alumno,ÉL BUENO ALUMNO ÉL,spa-mslg,test
en la alicina en el sudáfrica es muy viajó,ALICIA YA SUDÁFRICA VIAJAR,spa-mslg,train
DINERO NADA ESO GRATIS,eso no cuesta nada es gratis,mslg-spa,train
los adventistas descansan los sábados y adoran a dios,ADVENTISTA TODOS-SÁBADOS DESCANSAR ELLOS DIOS ADORAR,spa-mslg,train
LEY ROBAR PROHIBIR,la ley prohíbe robar,mslg-spa,train
mi hijito tiene los diente chuecos,MI HERMANO TENER DIENTE DIENTE CHUECO,spa-mslg,test
MAESTRA MATEMÁTICAS MUCHAS BROMAS,en la maestra de matemáticas dice muchas bromas,mslg-spa,train
FILIPINAS SUYO ASIA,filipinas está en asia,mslg-spa,train
YA TÚ DECIR MÍ NO ELUDIR PREGUNTA,ya dime la verdad no eludas la pregunta,mslg-spa,train
CIUDAD-DE-MÉXICO ENORME,la ciudad de méxico es enorme,mslg-spa,train
CACAHUATES CON LIMÓN SAL YO ENCANTA COMER,me encanta comer cacahuates con limón y sal,mslg-spa,train
DOMINGO IGLESIA YO IR CONFESAR YO,el domingo me iré a confesar a la iglesia,mslg-spa,train
SIEMANA PASADA YO IR PLAZA UNIVERSIDAD,la semana pasada fui a plaza universidad,mslg-spa,train
SEMANA PASADA CINTA CANELA YO COMPRAR CENTRO,la semana pasada compré cinta canela en el centro,mslg-spa,train
mi novio y yo vemos películas con subtítulos,PELÍCULAS CON SUBTÍTULOS MI NOVIO NOSOTROS-DE-DOS VER,spa-mslg,train
la semana pasada fui a plaza universidad,"SEMANA PASADA, YO IR PLAZA UNIVERSIDAD",spa-mslg,train
los colores de la bandera de irán son verde blanco y rojo,IRÁN BANDERA COLOR VERDE BLANCO ROJO,spa-mslg,train
ESCUELA CONSTRUCCIÓN YA AVANZADA,la construcción de la escuela ya está avanzada,mslg-spa,train
JUGUETE MI AHIJADO YO REGALAR ÉL YA,el regalé un juguete a mi ahijado,mslg-spa,train
COLADERA TÚ A-SALVO CAER,estuviste a salvo de caer en la coladera,mslg-spa,val
PRÓXIMO-DOMINGO MI HERMANO+MUJER CASAR,mi hermana se casa el próximo domingo,mslg-spa,train
esa antena es muy cara,ESA ANTENA CARA VERDAD,spa-mslg,train
la credencial del ine tiene mi huella,CREDENCIAL VOTAR HABER MI HUELLA,spa-mslg,train
MONTAÑA RUSA COBARDE NO TÚ,súbete a la montaña rusa no seas cobarde,mslg-spa,val
el hijo de mi vecino siempre es muy desobediente,SIEMPRE HIJO MÍ VECINO MUCHO DESOBEDECER,spa-mslg,train
APAGAR LUZ POR-FAVOR,por favor apaga la luz,mslg-spa,train
YO MUCHO EGIPCIO RESPONDER NO,el egipcio no respondió,mslg-spa,val
YO EMOCIONADO NUEVO INGRESAR TRABAJO,estoy emocionado por ingresar a mi nuevo trabajo,mslg-spa,train
quiero una mesa nueva,MESA NUEVA YO QUERER,spa-mslg,val
¿CUÁNTOS MÉXICO-NACIONAL SORDOS HABER?,¿ cuántos sordos hay en méxico ?,mslg-spa,train
¿ por qué llegaste tarde ?,TARDE ¿POR QUÉ?,spa-mslg,test
mi jefe me pagó la mitad del sueldo,MI JEFE ÉL PAGAR MÍ SUELDO MITAD,spa-mslg,train
FRASCO DULCES NO-HAY,no hay dulces en el frasco,mslg-spa,train
COMIDA FALTA SAL POQUITO,a la comida le faltó un poco de sal,mslg-spa,train
YA MÉXICO BIBLIOTECA GRANDE,la biblioteca de méxico es muy grande,mslg-spa,test
AYER MAMÁ PREPARAR ATOLE,ayer mi mamá preparó atole,mslg-spa,val
PELÍCULAS CON SUBTÍTULOS MI NOVIO NOSOTROS-DE-DOS VER,mi novio y yo vemos películas con subtítulos,mslg-spa,train
el bebé siempre es muy expresivo,SIEMPRE BEBÉ EXPRESAR EXPRESAR,spa-mslg,train
mi hermana se casa el próximo domingo,PRXIMO-DOMINGO MI HERMANO+MUJER CASAR,spa-mslg,train
tú ya puedes ser responsable ya eres un adulto,SPANISH TO MSLG: T Y A DEBER RESPONSABLE T YA ADULTO,spa-mslg,train
SEMÁFORO LUZ ROJA YO PASAR AHORA MULTA YO DEBER PAGAR,me pasé un semáforo ahora tengo que pagar una multa,mslg-spa,train
NOSOTROS TENER DIFERENTE ACTIVIDAD MUCHA ESCUELA,nosotros tenemos muchas actividades en la escuela,mslg-spa,train
la semana pasada compré cinta canela en un centro,SEMANA PASADA CINTA CANELA YO YA COMPRAR CENTRO,spa-mslg,val
DECIR CHISME DIRECTOR ESO NO CIERTO,el rumor sobre el director no era cierto,mslg-spa,val
en la tv hay mucha publicidad,#TV PUBLICIDAD HABER MUCHO,spa-mslg,test
SIEMPRE NIÑO SUEÑO,el nio siempre tiene sueo,mslg-spa,train
"SEMANA PASADA, YO IR PLAZA UNIVERSIDAD",la semana pasada fui a plaza universidad,mslg-spa,train
MI AMIGO+MUJER MODELO SU REVISTA,mi amiga es modelo de una revista,mslg-spa,train
YO NECESITAR PAPEL PARA AGUA ABSORBER,yo necesito pápel para absorber el agua,mslg-spa,train
DIARIO PARQUE EJERCER BOX SALVADOR,salvador entrena box diario en el parque,mslg-spa,train
CHAPULTEPEC HABER LAGO,en chapultepec hay un lago,mslg-spa,test
PIZZA OCHO ELLOS REBANAR,ellos rebanaron la pizza en ocho partes,mslg-spa,train
ALMOHADA CÓMODA ALMOHADA PARA DORMIR,la almohada es muy cómoda para dormir,mslg-spa,train
le gustan las magdalenas gamesa,YO GUSTAR GALLETA DIFERENTE GAMESA,spa-mslg,train
JUGUETE MI AHIJADO YO REGALAR ÉL YA,el regalé un juguete a mi ahijado,mslg-spa,train
todos los productos se etiquetan con un código de barras,TODO PRODUCTO CÓDIGO-DE-BARRAS ETIQUETA HABER,spa-mslg,train
MI VECINO+MUJER SU HIJO+MUJER TENER AUTISMO,la hija de mi vecina tiene autismo,mslg-spa,train
COMERCIAL MEXICANA YO COMPRAR CENA NAVIDAD,compraré la cena de navidad en la comercial mexicana,mslg-spa,train
PRÓXIMO VACACIONES YO VIAJAR CIUDAD-OBREGÓN,las próximas vacaciones iré de viaje a ciudad obregón,mslg-spa,train
MUCHO PERSONA CORÁN ELLOS CREER,muchas personas creen en el corán,mslg-spa,train
yo lo conozco bien me consta,YO CONOCER ÉL BIEN YA YO VER ÉL CONSTA,spa-mslg,val
FRONTERA TIJUANA MÍ TÍO VIVIR,mi tío vive en la frontera en tijuana,mslg-spa,train
ELLA CARA BONITA,ella tiene una cara bonita,mslg-spa,train
TODOS-SÁBADOS MI AMIGO+MUJER SUYO NOVIO CASINO IR,mi amiga y su novio van los sábados al casino,mslg-spa,test
ADORNAR NAVIDAD MI ABUELO AYUDAR,mi abuelo ayuda a la colecta navideña,mslg-spa,test
JUANA SU AMIGO RABE,el amigo de juana es árabe,mslg-spa,train
el cuaderno es feo,CUADERNO FEO,spa-mslg,test
SIEMPRE CUANDO ACABAR BAÑAR YO PONER-DESODORANTE,el cuando me acabo de baar siempre me pongo desodorante,mslg-spa,train
deberás seguir estudiando,TÚ DEBER SEGUIR ESTUDIAR,spa-mslg,train
el maltrato animal es un crimen,MALTRATO ANIMAL CRIMEN,spa-mslg,train
ALGUNA PERSONA QUERER DONAR SANGRE PODER VENIR HOSPITAL,alguna persona que quiera donar sangre puede venir al hospital,mslg-spa,train
en suburbano se viaja más rápido,SUBURBANO VIAJAR VELOCIDAD,spa-mslg,val
SIEMPRE MI HERMANO+MUJER SU AMIGO AMBOS AHORA JUNTOS IMITAR SU CARÁCTER,mi hermana y su amigo siempre están juntos ahora ella imita su comportamiento,mslg-spa,train
la bandera mexicana tiene tres colores,BANDERA MEXICANA TENER TRES COLORES,spa-mslg,test
MI AMIGO RODOLFO DADIVOSO,mi amigo rodolfo es muy dadivoso,mslg-spa,train
olvidé mi contraseñasi,YO OLVIDAR CONTRASEÑA,spa-mslg,train
rosalía trabaja en el archivo del hospital,SPANISH TO MSLG: ROSALA TRABAJAR ARCHIVO HOSPITAL,spa-mslg,train
ESE VESTIDO FEO YO NO-GUSTAR,ese vestido es feo no me gusta,mslg-spa,val
alondra le prometió a su mamá ser medico,ALONDRA YA PROMETER SU MAMÁ FUTURO MÉDICO,spa-mslg,train
el amigo de juana es árabe,JUANA SU AMIGO RABE,spa-mslg,test
YO GUSTAR GALLETA DIFERENTE GAMESA,me gustan las galletas gamesa,mslg-spa,train
SEMANA PASADA YO CANELA COMPRAR CENTRO CINTA,la semana pasada compré cinta canela en el centro,mslg-spa,train
en la tv hay mucha publicidad,#TV PUBLICIDAD HABER MUCHO,spa-mslg,test
EJERCER-REMAR AYUDA CUERPO SANO,remar es un ejercicio que ayuda a la salud,mslg-spa,train
no siempre voy a casa sólo a veces,A-VECES YO IR CASA SIEMPRE NO,spa-mslg,train
MI TÍO TENER CASA CUERNAVACA,mi tío tiene una casa en cuernavaca,mslg-spa,train
YO VIAJE FRANCIA YO EMOCIONAR YA,mi viaje a francia me emocionó,mslg-spa,train
él fué arrestado qué feo,YA ÉL ARRESTADO ESO FEO VERDAD,spa-mslg,train
en la biblia está el nombre de adán,BIBLIA DENTRO ADÁN NOMBRE HABER,spa-mslg,test
en bélgica hay dos lenguas de señas: vgt y lsfb,"#VGT, #LSFB AMBOS SU LENGUA-DE-SEÑAS SU PAÍS BÉLGICA",spa-mslg,train
AIMÉ SALTAR PARACAIDAS,aimé saltó en paracaídas,mslg-spa,train
ESO FEO VULGAR PARECE,eso es feo parece vulgar,mslg-spa,val
ÁFRICA ADENTRO GHANA,ghana está en áfrica,mslg-spa,train
YO DECIR NO-PODER YO DEBER AGUANTAR,no puedo decirlo debo aguantarme,mslg-spa,train
PLAYA MUCHOS COCOS YO ENCONTRAR YA,en la playa encontré muchos cocos,mslg-spa,train
mi hijo reprobó el sexto de primaria,SEXTO-PRIMARIA MI HIJO YA REPROBAR,spa-mslg,train
COLADERA TÚ A-SALVO CAER,estuviste a salvo de caer en la coladera,mslg-spa,val
ÁLVARO OBREGÓN YO VIVIR,yo vivo en la delegación álvaro obregón,mslg-spa,train
SPANISH TO LOS SORDOS” DE “PADRE DE CHARLES-MICHEL MSLG: ES L’ÉPÉE,charles-michel de l’épée es el “padre de los sordos”,mslg-spa,train
hoy no comí arroz,HOY YO ARROZ COMER,spa-mslg,test
ISABEL TENER SU CORONA ORO,isabel tiene una corona de oro,mslg-spa,train
SEMANA PASADA CINTA CANELA YO COMPRAR CENTRO,la semana pasada compré cinta canela en el centro,mslg-spa,train
¡YO ASUSTAR ALMA DESAPARECER!,¡del susto se me escapó el alma,mslg-spa,train
es tu obligación pagar impuestos,IMPUESTOS PAGAR TUYO OBLIGACIÓN,spa-mslg,train
el bebé simpre es muy expresivo,SIEMPRE BEBÉ EXPRESAR EX PRESAR,spa-mslg,train
JUAN ASUNTO APARTE,con juan es un asunto aparte,mslg-spa,train
mi primo se peleó conmigo ayer,AYER MI PRIMO CONMIGO NOSOTROS-DE-DOS PELEAR,spa-mslg,train
mi famila siempre dona a teletón,SIEMPRE MI FAMILIA TELETÓN DONAR DONAR,spa-mslg,val
el amigo de juana es árabe,JUANA SU AMIGO ÁRABE,spa-mslg,train
TELÉFONO MI LISTA CONTACTO CONTACTO YO YA BORRAR,borré los contactos de mi teléfono,mslg-spa,train
mi hermano menor es dentista,HERMANO ÚLTIMO DOCTOR-DIENTES,spa-mslg,train
mi hermano revisa su agenda diario,DIARIO MI HERMANO AGENDA REVISAR,spa-mslg,train
QUIÉN PRESIDENTE MÉXICO? CARLOS-SALINAS-DE-GORTARI,¿ quién fue el presidente de méxico ? carlos salinas de gortari,mslg-spa,test
HOMBRE DUEÑO DENTRO ESA FÁBRICA ANTES ÉL ACUSAR ENRIQUECIMIENTO-ILÍCITO,el dueño de esa fábrica fue acusado de enriquecimiento ilícito,mslg-spa,train
pedro gabriel nace en ciudad juárez,JUAN GABRIEL NACER CIUDAD JUÁREZ,spa-mslg,train
con la lluvia el tubo se rompió,LLUVIA TUBO ROMPER,spa-mslg,train
¿DÓNDE BALÓN DÓNDE?,¿ dónde hay un balón ?,mslg-spa,train
SU HIJO YO YA ABANDONAR YA,él abandonó a su hijo,mslg-spa,test
SPANISH TO MSLG: T Y A DEBER RESPONSABLE T YA ADULTO,tú ya debes ser responsable ya eres un adulto,mslg-spa,train
TOMÁS APÓSTOL JESÚS,tomás el apóstol de jess,mslg-spa,train
SIEMPRE HIJO MÍ VECINO MUCHO DESOBEDECER,el hijo de mi vecino siempre es muy desobediente,mslg-spa,train
AÑO-PASADO DICIEMBRE BOGOTÁ MÍ JEFE VIAJAR,en diciembre del año pasado mi jefe viajó a bogotá,mslg-spa,train
SPANISH TO MSLG: LINEA 12 DEL METRO TUVO UN GRAN FALLO STRUCTURAL,la linea 12 del metro tuvo un gran fallo estructural,mslg-spa,train
la caja pequeña es de color marrón,CAJA PEQUEÑA SU COLOR ROJO,spa-mslg,train
AMETRALLADORA DIFERENTE NO-GUSTAR YO,a mí no me gustan las ametralladoras,mslg-spa,train
DIARIO MI VECINO IR ALCOHÓLICOS-ANÓNIMOS,mi vecino va diario a alcohólicos anónimos,mslg-spa,train
BIBLIA MUCHO ADN NOMBRE,en la biblia está el nombre de adán,mslg-spa,train
WINDSURF NECESITAR VIENTO MAR,el windsurf necesita del aire para deslizarse,mslg-spa,val
a mí no me disgustan esas ametralladoras,YO M NO-GUSTAR AMETRALLADORA YO NO-GRUSTAR,spa-mslg,train
mi padre no me dio pastel ayer,AYER MI HERMANO PASTEL ÉL DAR MÍ,spa-mslg,train
MUCHO FRICA SABRITAS QUERER PERSONA PARA TRABAJO,en la fábrica de sabritas quieren personal para trabajar,mslg-spa,test
AYER YO YA IR GALERÍA,ayer fui a la galería,mslg-spa,val
SÍ YO GUSTAR JUGAR BOLICHE,a mí sí me gusta jugar boliche,mslg-spa,train
SEÑORA MARÍA TENER COCINA,la señora maría tiene una cocina,mslg-spa,train
ana abandonó a su perro,ANA SUYO PERRO ABANDONAR YA,spa-mslg,train
un año pasado viajé a guanajuato,AÑO-PASADO YO VIAJAR GUANAJUATO,spa-mslg,train
ese libro me gusta,ESE LIBRO YO GUSTAR,spa-mslg,train
JUGUETE MI AHIJADO YO REGALAR ÉL YA,el regalé un juguete a mi ahijado,mslg-spa,val
él abandonó a su hijo,SU HIJO ÉL ABANDONAR,spa-mslg,train
la próxima conferencia será en monterrey,PRXIMO CONFERENCIA LUGAR MONTERREY,spa-mslg,train
SU #SEP CALENDARIO AGOSTO TERMINAR,el calendario de la sep termina en agosto,mslg-spa,train
CONGRESO NUEVA LEY APROBAR YA,el congreso aprobó la nueva ley,mslg-spa,test
JUANA SU ÁRABE AMIGO,el amigo de juana es árabe,mslg-spa,train
CREDENCIAL VOTAR HABER MI HUELLA,la credencial del ine tiene mi huella,mslg-spa,train
AYER CINE MI PRIMO YA CONQUISTAR ELLA MI AMIGO+MUJER,ayer mi primo conquistó a mi amiga en el cine,mslg-spa,train
adán es el primer hombre creado por dios en el mundo,ADÁN PRIMER HOMBRE MUNDO DIOS HACER,spa-mslg,test
BARCO CAPITÁN ÉL INTELIGENTE,el capitán del barco es muy inteligente,mslg-spa,train
YO GUSTAR GAMESA GALLETA DIFERENTE,me gustan las galletas gamesa,mslg-spa,train
TÚ SUERTE OJALÁ,deseo que tengas mucha suerte,mslg-spa,train
TÚ YA DEBER TÚ ADULTO YA RESPONSABLE,tú ya debes ser responsable ya eres un adulto,mslg-spa,test
SEXTO-PRIMARIA MI HIJO YA REPROBAR,mi hijo reprobó el sexto de primaria,mslg-spa,val
¿DÓNDE TUYO CÓMPLICE DÓNDE?,¿ dónde está tu cómplice ?,mslg-spa,train
SIEMPRE HIJO MÍ VECINO MUCHO DESOBEDECER,el hijo de mi vecino siempre es muy desobediente,mslg-spa,train
mi mamá es católico,MI MAMÁ CATÓLICA,spa-mslg,train
ESE VESTIDO FEO YO NO-GUSTAR,ese vestido es feo no me gusta,mslg-spa,val
DOS-DE-NOSOTROS NOS-VEMOS NOCHE MAÑANA,nos vemos mañana en la noche,mslg-spa,val
sólo las mujeres tienen clítoris,ÚNICO MUJER TENER SU CLITORIS,spa-mslg,val
¿TUYA MAESTRO+MUJER TÚ PONER-ATENCIÓN ELLA?,¿ le pusiste atención a tu maestra ?,mslg-spa,val
ALBERCA YO NADAR,yo nado en la alberca,mslg-spa,train
maría ganó la lotería ahora es millonaria,MARÍA LOTERÍA GANAR AHORA MILLONARIA ELLA,spa-mslg,train
CAMPESINO MAÍZ SEMBRAR,el campesino siembra maíz,mslg-spa,train
MAÑANA TRABAJO JUAN YO NOSOTROS-DE-DOS ACOMPAÑAR,mañana juan y yo nos acompañaremos al trabajo,mslg-spa,train
en canadá están las cataratas del niágara que son preciosas,CANADÁ CASCADA CATARATAS DEL NIÁGARA BONITA,spa-mslg,test
FÁCIL APRENDER LETRA ABECEDARIO,el fácil aprender las letras del abecedario,mslg-spa,train
ADMINISTRACIÓN DELEGACIÓN ELLOS IR,ellos fueron a la administración de la delegación,mslg-spa,train
el suegro de mi primo samuel es ciego,SUEGRO MI PRIMO SAMUEL ÉL CIEGO ÉL,spa-mslg,train
T YA ARGENTINA? CONOCER,¿ tú ya conoces argentina ?,mslg-spa,train
COSAS DIFERENTE BOLSA-DE-PLÁSTICO TIENDA METER COMPRAR,mete en la bolsa las cosas que compraste en la tienda,mslg-spa,train
ESCUELA CONSTRUCCIÓN AVANZADA YA,la construcción de la escuela ya está avanzada,mslg-spa,train
AYER SUÉTER YO COMPRAR,ayer compré un suéter,mslg-spa,train
MAÑANA MI TÍO MUDARSE CASA,mi tío se mudará de casa mañana,mslg-spa,train
NUEVA ALMOHADA ¡SUERTE! COMPRAR YA YO,compré una almohada nueva ¡qué suerte,mslg-spa,train
AIMÉ SALTAR PARACAIDAS,aimé saltó en paracaídas,mslg-spa,train
a mí no me disgustan esas ametralladoras,YO M NO GUSTAR AMETRALLADORA,spa-mslg,val
ayer en el metro vi a un soldado con su ametralladora,AYER METRO AMETRALLADORA SOLDADO YO VER,spa-mslg,train
AYER YO PASEAR SENTIR BIEN,ayer fui a pasear y me senti muy bien,mslg-spa,test
SPANISH TO MSLG: LINEA 12 DEL METRO TUVO UN GRAN FALLO STRUCTURAL,la linea 12 del metro tuvo un gran fallo estructural,mslg-spa,train
josefina y alberto jugaron dados ayer,"AYER JOSEFINA, ALBERTO AMBOS DADOS JUGAR",spa-mslg,train
ese profesor siempre está amargado ¡qué feo,ESE PROFESOR SIEMPRE AMARGADO ESO ¡FEO!,spa-mslg,train
la almohada es muuuuuuy comoda para dormir,ALMOHADA MUCHO COMODA PARA DORMIR,spa-mslg,train
T YA CONOCER ARGENTINA?,¿ tú ya conoces argentina ?,mslg-spa,val
YO DOLOR ESPALDA PORQUE AYER MUEBLE YO CARGAR,me duele la espalda porque ayer cargué un mueble,mslg-spa,train
el muchacho corteja a su novia,JOVEN HOMBRE CORTEJA ELLA SU NOVIO+MUJER,spa-mslg,train
santiago guarda en su bolsillo una moneda,SANTIAGO MONEDA GUARDAR-BOLSILLO,spa-mslg,train
mi mamá cocina en la olla express caldo de pollo sabroso,YO MAM COCINA OLLA-EXPRÉS POLLO CALDO SABROSO,spa-mslg,train
voy al baño,YO IR BAÑO,spa-mslg,train
JUANA SU AMIGO RABE,el amigo de juana es árabe,mslg-spa,test
el hijo de mi vecino simpre es muy desobediente,SIEMPRE HIJO MÍ VECINO MUCHO DESOBEDECER,spa-mslg,train
SU DUEO FBRICA ACUSADO ENRIQUECIMIENTO-ILCITO,el dueño de esa fábrica resultó acusado de enriquecimiento ilícito,mslg-spa,train
MAÑANA LIVERPOOL HABER DESCUENTO BOLSA-MANO,mañana habrá descuentos en bolsas de mano en liverpool,mslg-spa,val
pienso estudiar odontología,ODONTOLOGÍA YO PENSAR ESTUDIAR,spa-mslg,val
ESTE JUGUETE BARATO,el juguete está barato,mslg-spa,train
YO MUCHO EGIPCIO NO RESPONDER,el egipcio no respondió,mslg-spa,train
tokyo se ubica en asia,LUGAR TOKIO SU ASIA,spa-mslg,train
SIEMPRE MI FAMILIA TELETÓN DONAR DONAR,mi familia siempre dona a teletón,mslg-spa,val
en diciembre del mes pasado mi jefe regresó a bogotá,AÑO-PASADO DICIEMBRE BOGOTÁ MÍ JEFE VIAJAR,spa-mslg,train
TODOS-SÁBADOS MI SUYO CASINO NOVIO AMIGO+MUJER IR,mi amiga y su novio van los sábados al casino,mslg-spa,test
NEZAHUALCÓYOTL MUCHO CHOLO,en nezahualcóyotl hay muchos cholos,mslg-spa,train
-los peces azules serán mis preferidos,PEZ COLOR AZUL MI FAVORITO,spa-mslg,train
me gustan las galletas gamesa,YO GUSTAR GALLETA DIFERENTE GAMESA,spa-mslg,train
SAPO YA PRÍNCIPE PERSONA CONVERTIR,el sapo se convirtió en príncipe,mslg-spa,test
los niños tienen piojos,NIÑO NIÑO TENER PIOJO,spa-mslg,train
AYER NOCHE METRO CAOS,anoche el metro era un caos,mslg-spa,val
noemí se hizo un ultrasonido para saber si su bebé era niño o niña,NOEMÍ YA ULTRASONIDO PARA SABER SUYO BEBE NIÑO NIÑO+MUJER,spa-mslg,train
SU DUEO FBRICA ACUSADO ENRIQUECIMIENTO-ILCITO,el dueño de esa fábrica resultó acusado de enriquecimiento ilícito,mslg-spa,train
